year,session,title,abstract,author,doi
2015,N/A,Query2Question: Translating Visualization Interaction into Natural Language.,N/A,"Maryam Nafari,Chris Weaver",https://doi.org/10.1109/TVCG.2015.2396062
2015,N/A,Virtual Training: Learning Transfer of Assembly Tasks.,N/A,"Patrick Carlson,Anicia Peters,Stephen B. Gilbert,Judy M. Vance,Andy Luse",https://doi.org/10.1109/TVCG.2015.2393871
2015,N/A,A Modular Framework for Digital Painting.,N/A,Stephen DiVerdi,https://doi.org/10.1109/TVCG.2015.2403352
2015,N/A,Effects of Field of View and Visual Complexity on Virtual Reality Training Effectiveness for a Visual Scanning Task.,N/A,"Eric D. Ragan,Doug A. Bowman,Regis Kopper,Cheryl Stinson,Siroberto Scerbo,Ryan P. McMahan",https://doi.org/10.1109/TVCG.2015.2403312
2015,N/A,Exploration of the Brain's White Matter Structure through Visual Abstraction and Multi-Scale Local Fiber Tract Contraction.,N/A,"Maarten H. Everts,Eric Begue,Henk Bekker,Jos B. T. M. Roerdink,Tobias Isenberg",https://doi.org/10.1109/TVCG.2015.2403323
2015,N/A,Fast Wavefront Propagation (FWP) for Computing Exact Geodesic Distances on Meshes.,N/A,"Chunxu Xu,Tuanfeng Y. Wang,Yong-Jin Liu,Ligang Liu,Ying He",https://doi.org/10.1109/TVCG.2015.2407404
2015,N/A,High-Quality Depth Estimation Using an Exemplar 3D Model for Stereo Conversion.,N/A,"Jungjin Lee,Younghui Kim,Sangwoo Lee,Bumki Kim,Jun-yong Noh",https://doi.org/10.1109/TVCG.2015.2398440
2015,N/A,Human Motion Capture Data Tailored Transform Coding.,N/A,"Junhui Hou,Lap-Pui Chau,Nadia Magnenat-Thalmann,Ying He",https://doi.org/10.1109/TVCG.2015.2403328
2015,N/A,SI-Cut: Structural Inconsistency Analysis for Image Foreground Extraction.,N/A,"I-Chen Lin,Yu-Chien Lan,Po-Wen Cheng",https://doi.org/10.1109/TVCG.2015.2396063
2015,N/A,Variational Mesh Denoising Using Total Variation and Piecewise Constant Function Space.,N/A,"Huayan Zhang,Chunlin Wu,Juyong Zhang,Jiansong Deng",https://doi.org/10.1109/TVCG.2015.2398432
2015,N/A,Guest Editors' Introduction: Special Section on the IEEE Pacific Visualization Symposium 2014.,N/A,"Ulrik Brandes,Hans Hagen,Shigeo Takahashi,Xiaoru Yuan",https://doi.org/10.1109/TVCG.2015.2442351
2015,N/A,Exploring Curved Schematization of Territorial Outlines.,N/A,"Arthur van Goethem,Wouter Meulemans,Bettina Speckmann,Jo Wood",https://doi.org/10.1109/TVCG.2015.2401025
2015,N/A,Semantic Enrichment of Movement Behavior with Foursquare-A Visual Analytics Approach.,N/A,"Robert Krüger,Dennis Thom,Thomas Ertl",https://doi.org/10.1109/TVCG.2014.2371856
2015,N/A,Moment Invariants for 2D Flow Fields via Normalization in Detail.,N/A,"Roxana Bujack,Ingrid Hotz,Gerik Scheuermann,Eckhard Hitzer",https://doi.org/10.1109/TVCG.2014.2369036
2015,N/A,Robustness-Based Simplification of 2D Steady and Unsteady Vector Fields.,N/A,"Primoz Skraba,Bei Wang,Guoning Chen,Paul Rosen",https://doi.org/10.1109/TVCG.2015.2440250
2015,N/A,All-Frequency Direct Illumination with Vectorized Visibility.,N/A,"Tze-Yui Ho,Yi Xiao,Ruibin Feng,Andrew Chi-Sing Leung,Tien-Tsin Wong",https://doi.org/10.1109/TVCG.2015.2407398
2015,N/A,Disambiguating Stereoscopic Transparency Using a Thaumatrope Approach.,N/A,"Yan-Jen Su,Yung-Yu Chuang",https://doi.org/10.1109/TVCG.2015.2410273
2015,N/A,Evaluating Texture Compression Masking Effects Using Objective Image Quality Assessment Metrics.,N/A,"Wesley Griffin,Marc Olano",https://doi.org/10.1109/TVCG.2015.2429576
2015,N/A,Glyph-Based Video Visualization for Semen Analysis.,N/A,"Brian Duffy,Jeyarajan Thiyagalingam,Simon J. Walton,David J. Smith,Anne E. Trefethen,Jackson C. Kirkman-Brown,Eamonn A. Gaffney,Min Chen",https://doi.org/10.1109/TVCG.2013.265
2015,N/A,Editor's Note.,N/A,Leila De Floriani,https://doi.org/10.1109/TVCG.2015.2450811
2015,N/A,Bridging Theory with Practice: An Exploratory Study of Visualization Use and Design for Climate Model Comparison.,N/A,"Aritra Dasgupta,Jorge Poco,Yaxing Wei,Robert B. Cook,Enrico Bertini,Cláudio T. Silva",https://doi.org/10.1109/TVCG.2015.2413774
2015,N/A,Guided Adaptive Image Smoothing via Directional Anisotropic Structure Measurement.,N/A,"Yu Zang,Hua Huang,Lei Zhang",https://doi.org/10.1109/TVCG.2015.2410296
2015,N/A,Learning Visualizations by Analogy: Promoting Visual Literacy through Visualization Morphing.,N/A,"Puripant Ruchikachorn,Klaus Mueller",https://doi.org/10.1109/TVCG.2015.2413786
2015,N/A,Parallel Structured Mesh Generation with Disparity Maps by GPU Implementation.,N/A,"Hongjian Wang,Naiyu Zhang,Jean-Charles Créput,Julien Moreau,Yassine Ruichek",https://doi.org/10.1109/TVCG.2015.2413775
2015,N/A,Regularization Based Iterative Point Match Weighting for Accurate Rigid Transformation Estimation.,N/A,"Yonghuai Liu,Luigi De Dominicis,Baogang Wei,Liang Chen,Ralph R. Martin",https://doi.org/10.1109/TVCG.2015.2410272
2015,N/A,Uncertainty-Aware Multidimensional Ensemble Data Visualization and Exploration.,N/A,"Haidong Chen,Song Zhang,Wei Chen,Honghui Mei,Jiawei Zhang,Andrew Mercer,Ronghua Liang,Huamin Qu",https://doi.org/10.1109/TVCG.2015.2410278
2015,N/A,VisDock: A Toolkit for Cross-Cutting Interactions in Visualization.,N/A,"Jungu Choi,Deok Gun Park,Yuet Ling Wong,Eli Raymond Fisher,Niklas Elmqvist",https://doi.org/10.1109/TVCG.2015.2414454
2015,N/A,Guest Editor's Introduction: Special Section on the ACM SIGGRAPH/Eurographics Symposium on Computer Animation (SCA).,N/A,"Eftychios Sifakis,Vladlen Koltun",https://doi.org/10.1109/TVCG.2015.2461771
2015,N/A,Optimization Integrator for Large Time Steps.,N/A,"Theodore F. Gast,Craig Schroeder,Alexey Stomakhin,Chenfanfu Jiang,Joseph M. Teran",https://doi.org/10.1109/TVCG.2015.2459687
2015,N/A,"Coupling 3D Eulerian, Heightfield and Particle Methods for Interactive Simulation of Large Scale Liquid Phenomena.",N/A,"Nuttapong Chentanez,Matthias Müller,Tae-Yong Kim",https://doi.org/10.1109/TVCG.2015.2449303
2015,N/A,Stable Anisotropic Materials.,N/A,"Yijing Li,Jernej Barbic",https://doi.org/10.1109/TVCG.2015.2448105
2015,N/A,View-Dependent Adaptive Cloth Simulation with Buckling Compensation.,N/A,"Woojong Koh,Rahul Narain,James F. O'Brien",https://doi.org/10.1109/TVCG.2015.2446482
2015,N/A,A Full Body Steerable Wind Display for a Locomotion Interface.,N/A,"Sandip D. Kulkarni,Charles Fisher,Price Lefler,Aditya Desai,Shanthanu Chakravarthy,Eric R. Pardyjak,Mark A. Minor,John M. Hollerbach",https://doi.org/10.1109/TVCG.2015.2424862
2015,N/A,A Task Taxonomy for Temporal Graph Visualisation.,N/A,"Natalie Kerracher,Jessie Kennedy,Kevin Chalmers",https://doi.org/10.1109/TVCG.2015.2424889
2015,N/A,Representing Uncertainty in Graph Edges: An Evaluation of Paired Visual Variables.,N/A,"Hua Guo,Jeff Huang,David H. Laidlaw",https://doi.org/10.1109/TVCG.2015.2424872
2015,N/A,Scalable Parallel Distance Field Construction for Large-Scale Applications.,N/A,"Hongfeng Yu,Jinrong Xie,Kwan-Liu Ma,Hemanth Kolla,Jacqueline H. Chen",https://doi.org/10.1109/TVCG.2015.2417572
2015,N/A,Live Texturing of Augmented Reality Characters from Colored Drawings.,N/A,"Stéphane Magnenat,Dat Tien Ngo,Fabio Zünd,Mattia Ryffel,Gioacchino Noris,Gerhard Roethlin,Alessia Marra,Maurizio Nitti,Pascal Fua,Markus H. Gross,Robert W. Sumner",https://doi.org/10.1109/TVCG.2015.2459871
2015,N/A,On-Site Semi-Automatic Calibration and Registration of a Projector-Camera System Using Arbitrary Objects with Known Geometry.,N/A,"Christoph Resch,Hemal Naik,Peter Keitler,Steven Benkhardt,Gudrun Klinker",https://doi.org/10.1109/TVCG.2015.2459898
2015,N/A,Radiometric Compensation for Cooperative Distributed Multi-Projection System Through 2-DOF Distributed Control.,N/A,"Jun Tsukamoto,Daisuke Iwai,Kenji Kashima",https://doi.org/10.1109/TVCG.2015.2459905
2015,N/A,Structural Modeling from Depth Images.,N/A,"Thanh Nguyen,Gerhard Reitmayr,Dieter Schmalstieg",https://doi.org/10.1109/TVCG.2015.2459831
2015,N/A,Very High Frame Rate Volumetric Integration of Depth Images on Mobile Devices.,N/A,"Olaf Kähler,Victor Adrian Prisacariu,Carl Yuheng Ren,Xin Sun,Philip H. S. Torr,David William Murray",https://doi.org/10.1109/TVCG.2015.2459891
2015,N/A,MobileFusion: Real-Time Volumetric Surface Reconstruction and Dense Tracking on Mobile Phones.,N/A,"Peter Ondruska,Pushmeet Kohli,Shahram Izadi",https://doi.org/10.1109/TVCG.2015.2459902
2015,N/A,ModulAR: Eye-Controlled Vision Augmentations for Head Mounted Displays.,N/A,"Jason Orlosky,Takumi Toyama,Kiyoshi Kiyokawa,Daniel Sonntag",https://doi.org/10.1109/TVCG.2015.2459852
2015,N/A,Semi-Parametric Color Reproduction Method for Optical See-Through Head-Mounted Displays.,N/A,"Yuta Itoh,Maksym Dzitsiuk,Toshiyuki Amano,Gudrun Klinker",https://doi.org/10.1109/TVCG.2015.2459892
2015,N/A,SoftAR: Visually Manipulating Haptic Softness Perception in Spatial Augmented Reality.,N/A,"Parinya Punpongsanon,Daisuke Iwai,Kosuke Sato",https://doi.org/10.1109/TVCG.2015.2459792
2015,N/A,Matching and Reaching Depth Judgments with Real and Augmented Reality Targets.,N/A,"J. Edward Swan II,Gurjot Singh,Stephen R. Ellis",https://doi.org/10.1109/TVCG.2015.2459895
2015,N/A,Local Geometric Consensus: A General Purpose Point Pattern-Based Tracking Algorithm.,N/A,"Liming Yang,Jean-Marie Normand,Guillaume Moreau",https://doi.org/10.1109/TVCG.2015.2459897
2015,N/A,Instant Outdoor Localization and SLAM Initialization from 2.5D Maps.,N/A,"Clemens Arth,Christian Pirchheim,Jonathan Ventura,Dieter Schmalstieg,Vincent Lepetit",https://doi.org/10.1109/TVCG.2015.2459772
2015,N/A,Editor's Note.,N/A,"Takeo Igarashi,Gudrun Klinker,Bruce H. Thomas",https://doi.org/10.1109/TVCG.2015.2484498
2015,N/A,Guest Editor's Introduction to the Special Section on the IEEE International Symposium on Mixed and Augmented Reality 2014.,N/A,"Simon Julier,Robert W. Lindeman,Christian Sandor",https://doi.org/10.1109/TVCG.2015.2483298
2015,N/A,Design and Error Analysis of a Vehicular AR System with Auto-Harmonization.,N/A,"Eric Foxlin,Thomas Calloway,Hongsheng Zhang",https://doi.org/10.1109/TVCG.2015.2481385
2015,N/A,SmartColor: Real-Time Color and Contrast Correction for Optical See-Through Head-Mounted Displays.,N/A,"Juan David Hincapié-Ramos,Levko Ivanchuk,Srikanth Kirshnamachari Sridharan,Pourang P. Irani",https://doi.org/10.1109/TVCG.2015.2450745
2015,N/A,Interactive Near-Field Illumination for Photorealistic Augmented Reality with Varying Materials on Mobile Devices.,N/A,"Kai Rohmer,Wolfgang Büschel,Raimund Dachselt,Thorsten Grosch",https://doi.org/10.1109/TVCG.2015.2450717
2015,N/A,Monocular 3D Reconstruction and Augmentation of Elastic Surfaces with Self-Occlusion Handling.,N/A,"Nazim Haouchine,Jérémie Dequidt,Marie-Odile Berger,Stephane Cotin",https://doi.org/10.1109/TVCG.2015.2452905
2015,N/A,Fidelity and plausibility of bimanual interaction in mixed reality.,N/A,"Gregory Hough,Ian Williams,Cham Athwal",https://doi.org/10.1109/TVCG.2015.2480060
2015,N/A,Active Exploration of Large 3D Model Repositories.,N/A,"Lin Gao,Yan-Pei Cao,Yu-Kun Lai,Hao-Zhi Huang,Leif Kobbelt,Shi-Min Hu",https://doi.org/10.1109/TVCG.2014.2369039
2015,N/A,An Automated Approach for Slicing Plane Placement in Visual Data Analysis.,N/A,"Harald Obermaier,Kenneth I. Joy",https://doi.org/10.1109/TVCG.2015.2414455
2015,N/A,Morphable Word Clouds for Time-Varying Text Data Visualization.,N/A,"Ming-Te Chi,Shih-Syun Lin,Shiang-Yi Chen,Chao-Hung Lin,Tong-Yee Lee",https://doi.org/10.1109/TVCG.2015.2440241
2015,N/A,Precise Haptic Device Co-Location for Visuo-Haptic Augmented Reality.,N/A,"Ulrich Eck,Frieder Pankratz,Christian Sandor,Gudrun Klinker,Hamid Laga",https://doi.org/10.1109/TVCG.2015.2480087
2015,N/A,Latency in Distributed Acquisition and Rendering for Telepresence Systems.,N/A,"Stephan Ohl,Malte Willert,Oliver G. Staadt",https://doi.org/10.1109/TVCG.2015.2407403
2016,N/A,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration.,N/A,"Stef van den Elzen,Danny Holten,Jorik Blaas,Jarke J. van Wijk",https://doi.org/10.1109/TVCG.2015.2468078
2016,N/A,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering.,N/A,"Tatiana von Landesberger,Felix Brodkorb,Philipp Roskosch,Natalia V. Andrienko,Gennady L. Andrienko,Andreas Kerren",https://doi.org/10.1109/TVCG.2015.2468111
2016,N/A,MotionFlow: Visual Abstraction and Aggregation of Sequential Patterns in Human Motion Tracking Data.,N/A,"Sujin Jang,Niklas Elmqvist,Karthik Ramani",https://doi.org/10.1109/TVCG.2015.2468292
2016,N/A,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes.,N/A,"Eric D. Ragan,Alex Endert,Jibonananda Sanyal,Jian Chen",https://doi.org/10.1109/TVCG.2015.2467551
2016,N/A,SensePath: Understanding the Sensemaking Process Through Analytic Provenance.,N/A,"Phong H. Nguyen,Kai Xu,Ashley Wheat,B. L. William Wong,Simon Attfield,Bob Fields",https://doi.org/10.1109/TVCG.2015.2467611
2016,N/A,A Case Study Using Visualization Interaction Logs and Insight Metrics to Understand How Analysts Arrive at Insights.,N/A,"Hua Guo,Steven R. Gomez,Caroline Ziemkiewicz,David H. Laidlaw",https://doi.org/10.1109/TVCG.2015.2467613
2016,N/A,VA2: A Visual Analytics Approach for // Evaluating Visual Analytics Applications.,N/A,"Tanja Blascheck,Markus John,Kuno Kurzhals,Steffen Koch,Thomas Ertl",https://doi.org/10.1109/TVCG.2015.2467871
2016,N/A,VisOHC: Designing Visual Analytics for Online Health Communities.,N/A,"Bum Chul Kwon,Sung-Hee Kim,Sukwon Lee,Jaegul Choo,Jina Huh,Ji Soo Yi",https://doi.org/10.1109/TVCG.2015.2467555
2016,N/A,3D Regression Heat Map Analysis of Population Study Data.,N/A,"Paul Klemm,Kai Lawonn,Sylvia Glaßer,Uli Niemann,Katrin Hegenscheid,Henry Völzke,Bernhard Preim",https://doi.org/10.1109/TVCG.2015.2468291
2016,N/A,Supporting Iterative Cohort Construction with Visual Temporal Queries.,N/A,"Josua Krause,Adam Perer,Harry Stavropoulos",https://doi.org/10.1109/TVCG.2015.2467622
2016,N/A,PhenoBlocks: Phenotype Comparison Visualizations.,N/A,"Michael Glueck,Peter Hamilton,Fanny Chevalier,Simon Breslav,Azam Khan,Daniel J. Wigdor,Michael Brudno",https://doi.org/10.1109/TVCG.2015.2467733
2016,N/A,"VEEVVIE: Visual Explorer for Empirical Visualization, VR and Interaction Experiments.",N/A,"Charilaos Papadopoulos,Ievgeniia Gutenko,Arie E. Kaufman",https://doi.org/10.1109/TVCG.2015.2467954
2016,N/A,The Data Context Map: Fusing Data and Attributes into a Unified Display.,N/A,"Shenghui Cheng,Klaus Mueller",https://doi.org/10.1109/TVCG.2015.2467552
2016,N/A,InterAxis: Steering Scatterplot Axes via Observation-Level Interaction.,N/A,"Hannah Kim,Jaegul Choo,Haesun Park,Alex Endert",https://doi.org/10.1109/TVCG.2015.2467615
2016,N/A,Temporal MDS Plots for Analysis of Multivariate Data.,N/A,"Dominik Jäckle,Fabian Fischer,Tobias Schreck,Daniel A. Keim",https://doi.org/10.1109/TVCG.2015.2467553
2016,N/A,Visual Analytics for Development and Evaluation of Order Selection Criteria for Autoregressive Processes.,N/A,"Thomas Löwe,Emmy-Charlotte Förster,Georgia Albuquerque,Jens-Peter Kreiss,Marcus A. Magnor",https://doi.org/10.1109/TVCG.2015.2467612
2016,N/A,TrajGraph: A Graph-Based Visual Analytics Approach to Studying Urban Network Centralities Using Taxi Trajectory Data.,N/A,"Xiaoke Huang,Ye Zhao,Chao Ma,Jing Yang,Xinyue Ye,Chong Zhang",https://doi.org/10.1109/TVCG.2015.2467771
2016,N/A,Visually Exploring Transportation Schedules.,N/A,"Cesar Palomo,Zhan Guo,Cláudio T. Silva,Juliana Freire",https://doi.org/10.1109/TVCG.2015.2467592
2016,N/A,Visual Analysis and Dissemination of Scientific Literature Collections with SurVis.,N/A,"Fabian Beck,Sebastian Koch,Daniel Weiskopf",https://doi.org/10.1109/TVCG.2015.2467757
2016,N/A,CiteRivers: Visual Analytics of Citation Patterns.,N/A,"Florian Heimerl,Qi Han,Steffen Koch,Thomas Ertl",https://doi.org/10.1109/TVCG.2015.2467621
2016,N/A,Interactive Visual Profiling of Musicians.,N/A,"Stefan Jänicke,Josef Focht,Gerik Scheuermann",https://doi.org/10.1109/TVCG.2015.2467620
2016,N/A,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History.",N/A,"Isaac Cho,Wenwen Dou,Derek Xiaoyu Wang,Eric Sauda,William Ribarsky",https://doi.org/10.1109/TVCG.2015.2467971
2016,N/A,Exploring Evolving Media Discourse Through Event Cueing.,N/A,"Yafeng Lu,Michael Steptoe,Sarah Burke,Hong Wang,Jiun-Yi Tsai,Hasan Davulcu,Douglas C. Montgomery,Steven R. Corman,Ross Maciejewski",https://doi.org/10.1109/TVCG.2015.2467991
2016,N/A,The Visual Causality Analyst: An Interactive Interface for Causal Reasoning.,N/A,"Jun Wang,Klaus Mueller",https://doi.org/10.1109/TVCG.2015.2467931
2016,N/A,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics.",N/A,"Dominik Sacha,Hansi Senaratne,Bum Chul Kwon,Geoffrey P. Ellis,Daniel A. Keim",https://doi.org/10.1109/TVCG.2015.2467591
2016,N/A,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval.,N/A,"Mengchen Liu,Shixia Liu,Xizhou Zhu,Qinying Liao,Furu Wei,Shimei Pan",https://doi.org/10.1109/TVCG.2015.2467554
2016,N/A,egoSlider: Visual Analysis of Egocentric Network Evolution.,N/A,"Yanhong Wu,Naveen Pitipornvivat,Jian Zhao,Sixiao Yang,Guowei Huang,Huamin Qu",https://doi.org/10.1109/TVCG.2015.2468151
2016,N/A,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data.,N/A,"Siming Chen,Xiaoru Yuan,Zhenhuang Wang,Cong Guo,Jie Liang,Zuchao Wang,Xiaolong Luke Zhang,Jiawan Zhang",https://doi.org/10.1109/TVCG.2015.2467619
2016,N/A,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems.,N/A,"Nan Cao,Conglei Shi,W. Sabrina Lin,Jie Lu,Yu-Ru Lin,Ching-Yung Lin",https://doi.org/10.1109/TVCG.2015.2467196
2016,N/A,LiteVis: Integrated Visualization for Simulation-Based Decision Support in Lighting Design.,N/A,"Johannes Sorger,Thomas Ortner,Christian Luksch,Michael Schwärzler,M. Eduard Gröller,Harald Piringer",https://doi.org/10.1109/TVCG.2015.2468011
2016,N/A,TimeLineCurator: Interactive Authoring of Visual Timelines from Unstructured Text.,N/A,"Johanna Fulda,Matthew Brehmer,Tamara Munzner",https://doi.org/10.1109/TVCG.2015.2467531
2016,N/A,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking.,N/A,"Maoyuan Sun,Peng Mi,Chris North,Naren Ramakrishnan",https://doi.org/10.1109/TVCG.2015.2467813
2016,N/A,Task-Driven Comparison of Topic Models.,N/A,"Eric C. Alexander,Michael Gleicher",https://doi.org/10.1109/TVCG.2015.2467618
2016,N/A,SchemeLens: A Content-Aware Vector-Based Fisheye Technique for Navigating Large Systems Diagrams.,N/A,"Aurélie Cohé,Bastien Liutkus,Gilles Bailly,James Eagan,Eric Lecolinet",https://doi.org/10.1109/TVCG.2015.2467035
2016,N/A,High-Quality Ultra-Compact Grid Layout of Grouped Networks.,N/A,"Vahan Yoghourdjian,Tim Dwyer,Graeme Gange,Steve Kieffer,Karsten Klein,Kim Marriott",https://doi.org/10.1109/TVCG.2015.2467251
2016,N/A,HOLA: Human-like Orthogonal Network Layout.,N/A,"Steve Kieffer,Tim Dwyer,Kim Marriott,Michael Wybrow",https://doi.org/10.1109/TVCG.2015.2467451
2016,N/A,AmbiguityVis: Visualization of Ambiguity in Graph Layouts.,N/A,"Yong Wang,Qiaomu Shen,Daniel W. Archambault,Zhiguang Zhou,Min Zhu,Sixiao Yang,Huamin Qu",https://doi.org/10.1109/TVCG.2015.2467691
2016,N/A,Visual Mementos: Reflecting Memories with Personal Data.,N/A,"Alice Thudt,Dominikus Baur,Samuel Huron,Sheelagh Carpendale",https://doi.org/10.1109/TVCG.2015.2467831
2016,N/A,"Visualization, Selection, and Analysis of Traffic Flows.",N/A,"Roeland Scheepens,Christophe Hurter,Huub van de Wetering,Jarke J. van Wijk",https://doi.org/10.1109/TVCG.2015.2467112
2016,N/A,Visually Comparing Weather Features in Forecasts.,N/A,"P. Samuel Quinan,Miriah D. Meyer",https://doi.org/10.1109/TVCG.2015.2467754
2016,N/A,Vials: Visualizing Alternative Splicing of Genes.,N/A,"Hendrik Strobelt,Bilal Alsallakh,Joseph Botros,Brant Peterson,Mark Borowsky,Hanspeter Pfister,Alexander Lex",https://doi.org/10.1109/TVCG.2015.2467911
2016,N/A,TimeSpan: Using Visualization to Explore Temporal Multi-dimensional Data of Stroke Patients.,N/A,"Mona Hosseinkhani Loorak,Charles Perin,Noreen Kamal,Michael Hill,Sheelagh Carpendale",https://doi.org/10.1109/TVCG.2015.2467325
2016,N/A,Sketching Designs Using the Five Design-Sheet Methodology.,N/A,"Jonathan C. Roberts,Chris Headleand,Panagiotis D. Ritsos",https://doi.org/10.1109/TVCG.2015.2467271
2016,N/A,Speculative Practices: Utilizing InfoVis to Explore Untapped Literary Collections.,N/A,"Uta Hinrichs,Stefania Forlini,Bridget Moynihan",https://doi.org/10.1109/TVCG.2015.2467452
2016,N/A,Poemage: Visualizing the Sonic Topology of a Poem.,N/A,"Nina McCurdy,Julie Lein,Katherine Coles,Miriah D. Meyer",https://doi.org/10.1109/TVCG.2015.2467811
2016,N/A,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis.",N/A,"Matthew Brehmer,Jocelyn Ng,Kevin Tate,Tamara Munzner",https://doi.org/10.1109/TVCG.2015.2466971
2016,N/A,Spatial Reasoning and Data Displays.,N/A,"Susan VanderPlas,Heike Hofmann",https://doi.org/10.1109/TVCG.2015.2469125
2016,N/A,Beyond Weber's Law: A Second Look at Ranking Visualizations of Correlation.,N/A,"Matthew Kay,Jeffrey Heer",https://doi.org/10.1109/TVCG.2015.2467671
2016,N/A,A Psychophysical Investigation of Size as a Physical Variable.,N/A,"Yvonne Jansen,Kasper Hornbæk",https://doi.org/10.1109/TVCG.2015.2467951
2016,N/A,Guidelines for Effective Usage of Text Highlighting Techniques.,N/A,"Hendrik Strobelt,Daniela Oelke,Bum Chul Kwon,Tobias Schreck,Hanspeter Pfister",https://doi.org/10.1109/TVCG.2015.2467759
2016,N/A,How do People Make Sense of Unfamiliar Visualizations?: A Grounded Model of Novice's Information Visualization Sensemaking.,N/A,"Sukwon Lee,Sung-Hee Kim,Ya-Hsin Hung,Heidi Lam,Youn-Ah Kang,Ji Soo Yi",https://doi.org/10.1109/TVCG.2015.2467195
2016,N/A,Acquired Codes of Meaning in Data Visualization and Infographics: Beyond Perceptual Primitives.,N/A,"Lydia Byrne,Daniel Angus,Janet Wiles",https://doi.org/10.1109/TVCG.2015.2467321
2016,N/A,Beyond Memorability: Visualization Recognition and Recall.,N/A,"Michelle A. Borkin,Zoya Bylinskii,Nam Wook Kim,Constance May Bainbridge,Chelsea S. Yeh,Daniel Borkin,Hanspeter Pfister,Aude Oliva",https://doi.org/10.1109/TVCG.2015.2467732
2016,N/A,"Improving Bayesian Reasoning: The Effects of Phrasing, Visualization, and Spatial Ability.",N/A,"Alvitta Ottley,Evan M. Peck,Lane T. Harrison,Daniel Afergan,Caroline Ziemkiewicz,Holly A. Taylor,Paul K. J. Han,Remco Chang",https://doi.org/10.1109/TVCG.2015.2467758
2016,N/A,Visual Encodings of Temporal Uncertainty: A Comparative User Study.,N/A,"Theresia Gschwandtner,Markus Bögl,Paolo Federico,Silvia Miksch",https://doi.org/10.1109/TVCG.2015.2467752
2016,N/A,TimeNotes: A Study on Effective Chart Visualization and Interaction Techniques for Time-Series Data.,N/A,"James S. Walker,Rita Borgo,Mark W. Jones",https://doi.org/10.1109/TVCG.2015.2467751
2016,N/A,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data.,N/A,"Benjamin Bach,Conglei Shi,Nicolas Heulot,Tara M. Madhyastha,Thomas J. Grabowski,Pierre Dragicevic",https://doi.org/10.1109/TVCG.2015.2467851
2016,N/A,Off the Radar: Comparative Evaluation of Radial Visualization Solutions for Composite Indicators.,N/A,"Yael Albo,Joel Lanir,Peter Bak,Sheizaf Rafaeli",https://doi.org/10.1109/TVCG.2015.2467322
2016,N/A,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research.",N/A,"Jimmy Johansson,Camilla Forsell",https://doi.org/10.1109/TVCG.2015.2466992
2016,N/A,Orientation-Enhanced Parallel Coordinate Plots.,N/A,"Renata G. Raidou,Martin Eisemann,Marcel Breeuwer,Elmar Eisemann,Anna Vilanova",https://doi.org/10.1109/TVCG.2015.2467872
2016,N/A,Visualizing Multiple Variables Across Scale and Geography.,N/A,"Sarah Goodwin,Jason Dykes,Aidan Slingsby,Cagatay Turkay",https://doi.org/10.1109/TVCG.2015.2467199
2016,N/A,Optimal Sets of Projections of High-Dimensional Data.,N/A,"Dirk J. Lehmann,Holger Theisel",https://doi.org/10.1109/TVCG.2015.2467132
2016,N/A,A comparative study between RadViz and Star Coordinates.,N/A,"Manuel Rubio-Sánchez,Laura Raya,Francisco Diaz,Alberto Sánchez",https://doi.org/10.1109/TVCG.2015.2467324
2016,N/A,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions.,N/A,"Julian Stahnke,Marian Dörk,Boris Müller,Andreas Thom",https://doi.org/10.1109/TVCG.2015.2467717
2016,N/A,Suggested Interactivity: Seeking Perceived Affordances for Information Visualization.,N/A,"Jeremy Boy,Louis Eveillard,Françoise Détienne,Jean-Daniel Fekete",https://doi.org/10.1109/TVCG.2015.2467201
2016,N/A,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations.,N/A,"Kanit Wongsuphasawat,Dominik Moritz,Anushka Anand,Jock D. Mackinlay,Bill Howe,Jeffrey Heer",https://doi.org/10.1109/TVCG.2015.2467191
2016,N/A,Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization.,N/A,"Arvind Satyanarayan,Ryan Russell,Jane Hoffswell,Jeffrey Heer",https://doi.org/10.1109/TVCG.2015.2467091
2016,N/A,Automatic Selection of Partitioning Variables for Small Multiple Displays.,N/A,"Anushka Anand,Justin Talbot",https://doi.org/10.1109/TVCG.2015.2467323
