year,session,title,abstract,author,doi
2009,No Sessions,Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations,"We present a novel and extensible set of interaction techniques for manipulating visualizations of networks by selecting subgraphs and then applying various commands to modify their layout or graphical properties. Our techniques integrate traditional rectangle and lasso selection, and also support selecting a node's neighbourhood by dragging out its radius (in edges) using a novel kind of radial m...","Michael J. McGuffin,Igor Jurisica,",https://ieeexplore.ieee.org/document/5290697/
2009,No Sessions,ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity,"The identification of significant sequences in large and complex event-based temporal data is a challenging problem with applications in many areas of today's information intensive society. Pure visual representations can be used for the analysis, but are constrained to small data sets. Algorithmic search mechanisms used for larger data sets become expensive as the data size increases and typicall...","Katerina Vrotsou,Jimmy Johansson,Matthew Cooper,",https://ieeexplore.ieee.org/document/5290698/
2009,No Sessions,"“Search, Show Context, Expand on Demand”: Supporting Large Graph Exploration with Degree-of-Interest","A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such an overview is not relevant or practical for users, as analyzing the global structure may not be related to the main task of the users that have semi-specific information needs. Furthermore, users accessing large graph database...","Frank van Ham,Adam Perer,",https://ieeexplore.ieee.org/document/5290699/
2009,No Sessions,A Comparison of User-Generated and Automatic Graph Layouts,"The research presented in this paper compares user-generated and automatic graph layouts. Following the methods suggested by van Ham et al. (2008), a group of users generated graph layouts using both multi-touch interaction on a tabletop display and mouse interaction on a desktop computer. Users were asked to optimize their layout for aesthetics and analytical tasks with a social network. We discu...","Tim Dwyer,Bongshin Lee,Danyel Fisher,Kori Inkpen Quinn,Petra Isenberg,George Robertson,Chris North,",https://ieeexplore.ieee.org/document/5290700/
2009,No Sessions,Smooth Graphs for Visual Exploration of Higher-Order State Transitions,"In this paper, we present a new visual way of exploring state sequences in large observational time-series. A key advantage of our method is that it can directly visualize higher-order state transitions. A standard first order state transition is a sequence of two states that are linked by a transition. A higher-order state transition is a sequence of three or more states where the sequence of par...","Jorik Blaas,Charl Botha,Edward Grundy,Mark Jones,Robert Laramee,Frits Post,",https://ieeexplore.ieee.org/document/5290701/
2009,No Sessions,Configuring Hierarchical Layouts to Address Research Questions,"We explore the effects of selecting alternative layouts in hierarchical displays that show multiple aspects of large multivariate datasets, including spatial and temporal characteristics. Hierarchical displays of this type condition a dataset by multiple discrete variable values, creating nested graphical summaries of the resulting subsets in which size, shape and colour can be used to show subset...","Aidan Slingsby,Jason Dykes,Jo Wood,",https://ieeexplore.ieee.org/document/5290702/
2009,No Sessions,Visualizing Social Photos on a Hasse Diagram for Eliciting Relations and Indexing New Photos,"Social photos, which are taken during family events or parties, represent individuals or groups of people. We show in this paper how a Hasse diagram is an efficient visualization strategy for eliciting different groups and navigating through them. However, we do not limit this strategy to these traditional uses. Instead we show how it can also be used for assisting in indexing new photos. Indexing...","Michel Crampes,Jeremy de Oliveira-Kumar,Sylvie Ranwez,Jean Villerd,",https://ieeexplore.ieee.org/document/5290703/
2009,No Sessions,Interactive Dimensionality Reduction Through User-defined Combinations of Quality Metrics,"Multivariate data sets including hundreds of variables are increasingly common in many application areas. Most multivariate visualization techniques are unable to display such data effectively, and a common approach is to employ dimensionality reduction prior to visualization. Most existing dimensionality reduction systems focus on preserving one or a few significant structures in data. For many a...","Sara Johansson,Jimmy Johansson,",https://ieeexplore.ieee.org/document/5290704/
2009,No Sessions,Scattering Points in Parallel Coordinates,"In this paper, we present a novel parallel coordinates design integrated with points (scattering points in parallel coordinates, SPPC), by taking advantage of both parallel coordinates and scatterplots. Different from most multiple views visualization frameworks involving parallel coordinates where each visualization type occupies an individual window, we convert two selected neighboring coordinat...","Xiaoru Yuan,Peihong Guo,He Xiao,Hong Zhou,Huamin Qu,",https://ieeexplore.ieee.org/document/5290705/
2009,No Sessions,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,"While many data sets contain multiple relationships, depicting more than one data relationship within a single visualization is challenging. We introduce Bubble Sets as a visualization technique for data that has both a primary data relation with a semantically significant spatial organization and a significant set membership relation in which members of the same set are not necessarily adjacent i...","Christopher Collins,Gerald Penn,Sheelagh Carpendale,",https://ieeexplore.ieee.org/document/5290706/
2009,No Sessions,FromDaDy: Spreading Aircraft Trajectories Across Views to Support Iterative Queries,"When displaying thousands of aircraft trajectories on a screen, the visualization is spoiled by a tangle of trails. The visual analysis is therefore difficult, especially if a specific class of trajectories in an erroneous dataset has to be studied. We designed FromDaDy, a trajectory visualization tool that tackles the difficulties of exploring the visualization of multiple trails. This multidimen...","Christophe Hurter,Benjamin Tissoires,Stéphane Conversy,",https://ieeexplore.ieee.org/document/5290707/
2009,No Sessions,SellTrend: Inter-Attribute Visual Analysis of Temporal Transaction Data,"We present a case study of our experience designing SellTrend, a visualization system for analyzing airline travel purchase requests. The relevant transaction data can be characterized as multi-variate temporal and categorical event sequences, and the chief problem addressed is how to help company analysts identify complex combinations of transaction attributes that contribute to failed purchase r...","Zhicheng Liu,John Stasko,Timothy Sullivan,",https://ieeexplore.ieee.org/document/5290708/
2009,No Sessions,Comparing Dot and Landscape Spatializations for Visual Memory Differences,"Spatialization displays use a geographic metaphor to arrange non-spatial data. For example, spatializations are commonly applied to document collections so that document themes appear as geographic features such as hills. Many common spatialization interfaces use a 3-D landscape metaphor to present data. However, it is not clear whether 3-D spatializations afford improved speed and accuracy for us...","Melanie Tory,Colin Swindells,Rebecca Dreezer,",https://ieeexplore.ieee.org/document/5290709/
2009,No Sessions,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,"Spatial interactions (or flows), such as population migration and disease spread, naturally form a weighted location-to-location network (graph). Such geographically embedded networks (graphs) are usually very large. For example, the county-to-county migration data in the U.S. has thousands of counties and about a million migration paths. Moreover, many variables are associated with each flow, suc...","Diansheng Guo,",https://ieeexplore.ieee.org/document/5290710/
2009,No Sessions,"Temporal Summaries: Supporting Temporal Categorical Searching, Aggregation and Comparison","When analyzing thousands of event histories, analysts often want to see the events as an aggregate to detect insights and generate new hypotheses about the data. An analysis tool must emphasize both the prevalence and the temporal ordering of these events. Additionally, the analysis tool must also support flexible comparisons to allow analysts to gather visual evidence. In a previous work, we intr...","Taowei David Wang,Catherine Plaisant,Ben Shneiderman,Neil Spring,David Roseman,Greg Marchand,Vikramjit Mukherjee,Mark Smith,",https://ieeexplore.ieee.org/document/5290711/
2009,No Sessions,[Front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Inside front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,The 15th Anniversary of the IEEE Transactions on Visualization and Computer Graphics: Celebrating a Success Story,No Abstract,"Arie E. Kaufman,Hans Hagen,David S. Ebert,",https://ieeexplore.ieee.org/document/5165580/
2009,No Sessions,Editor’s Note,No Abstract,"Thomas Ertl,",https://ieeexplore.ieee.org/document/5165581/
2009,No Sessions,Case Study on Visualizing Hurricanes Using Illustration-Inspired Techniques,"The devastating power of hurricanes was evident during the 2005 hurricane season, the most active season on record. This has prompted increased efforts by researchers to understand the physical processes that underlie the genesis, intensification, and tracks of hurricanes. This research aims at facilitating an improved understanding into the structure of hurricanes with the aid of visualization te...","Alark Joshi,Jesus Caban,Penny Rheingans,Lynn Sparling,",https://ieeexplore.ieee.org/document/4624255/
2009,No Sessions,Planetary-Scale Terrain Composition,"Many interrelated planetary height map and surface image map data sets exist, and more data are collected each day. Broad communities of scientists require tools to compose these data interactively and explore them via real-time visualization. While related, these data sets are often unregistered with one another, having different projection, resolution, format, and type. We present a GPU-centric ...","Robert Kooima,Jason Leigh,Andrew Johnson,Doug Roberts,Mark SubbaRao,Thomas A. DeFanti,",https://ieeexplore.ieee.org/document/4840339/
2009,No Sessions,Distribution-Driven Visualization of Volume Data,"Feature detection and display are the essential goals of the visualization process. Most visualization software achieves these goals by mapping properties of sampled intensity values and their derivatives to color and opacity. In this work, we propose to explicitly study the local frequency distribution of intensity values in broader neighborhoods centered around each voxel. We have found frequenc...","C. Ryan Johnson,Jian Huang,",https://ieeexplore.ieee.org/document/4775894/
2009,No Sessions,Enhancing Realism of Wet Surfaces in Temporal Bone Surgical Simulation,"We present techniques to improve visual realism in an interactive surgical simulation application: a mastoidectomy simulator that offers a training environment for medical residents as a complement to using a cadaver. As well as displaying the mastoid bone through volume rendering, the simulation allows users to experience haptic feedback and appropriate sound cues while controlling a virtual bone...","Thomas Kerwin,Han-Wei Shen,Don Stredney,",https://ieeexplore.ieee.org/document/4796193/
2009,No Sessions,A Survey of Radial Methods for Information Visualization,"Radial visualization, or the practice of displaying data in a circular or elliptical pattern, is an increasingly common technique in information visualization research. In spite of its prevalence, little work has been done to study this visualization paradigm as a methodology in its own right. We provide a historical review of radial visualization, tracing it to its roots in centuries-old statisti...","Geoffrey M. Draper,Yarden Livnat,Richard F. Riesenfeld,",https://ieeexplore.ieee.org/document/4770098/
2009,No Sessions,Uncluttering Graph Layouts Using Anisotropic Diffusion and Mass Transport,"Many graph layouts include very dense areas, making the layout difficult to understand. In this paper, we propose a technique for modifying an existing layout in order to reduce the clutter in dense areas. A physically inspired evolution process based on a modified heat equation is used to create an improved layout density image, making better use of available screen space. Using results from opti...","Yaniv Frishman,Ayellet Tal,",https://ieeexplore.ieee.org/document/4967578/
2009,No Sessions,Efficient and Accurate Sound Propagation Using Adaptive Rectangular Decomposition,"Accurate sound rendering can add significant realism to complement visual display in interactive applications, as well as facilitate acoustic predictions for many engineering applications, like accurate acoustic analysis for architectural design (Monks et al., 2000). Numerical simulation can provide this realism most naturally by modeling the underlying physics of wave propagation. However, wave s...","Nikunj Raghuvanshi,Rahul Narain,Ming C. Lin,",https://ieeexplore.ieee.org/document/5165582/
2009,No Sessions,Efficient LBM Visual Simulation on Face-Centered Cubic Lattices,"The Lattice Boltzmann method (LBM) for visual simulation of fluid flow generally employs cubic Cartesian (CC) lattices such as the D3Q13 and D3Q19 lattices for the particle transport. However, the CC lattices lead to suboptimal representation of the simulation space. We introduce the face-centered cubic (FCC) lattice, fD3Q13, for LBM simulations. Compared to the CC lattices, the fD3Q13 lattice cre...","Kaloian Petkov,Feng Qiu,Zhe Fan,Arie E. Kaufman,Klaus Mueller,",https://ieeexplore.ieee.org/document/4796194/
2009,No Sessions,Image-Based Modeling of the Human Eye,"Rendering realistic organic materials is a challenging issue. The human eye is an important part of nonverbal communication which, consequently, requires specific modeling and rendering techniques to enhance the realism of virtual characters. We propose an image-based method for estimating both iris morphology and scattering features in order to generate convincing images of virtual eyes. In this ...","Guillaume Francois,Pascal Gautron,Gaspard Breton,Kadi Bouatouch,",https://ieeexplore.ieee.org/document/4770099/
2009,No Sessions,Refilming with Depth-Inferred Videos,"Compared to still image editing, content-based video editing faces the additional challenges of maintaining the spatiotemporal consistency with respect to geometry. This brings up difficulties of seamlessly modifying video content, for instance, inserting or removing an object. In this paper, we present a new video editing system for creating spatiotemporally consistent and visually appealing refi...","Guofeng Zhang,Zilong Dong,Jiaya Jia,Liang Wan,Tien-Tsin Wong,Hujun Bao,",https://ieeexplore.ieee.org/document/4906990/
2009,No Sessions,TransCAIP: A Live 3D TV System Using a Camera Array and an Integral Photography Display with Interactive Control of Viewing Parameters,"The system described in this paper provides a real-time 3D visual experience by using an array of 64 video cameras and an integral photography display with 60 viewing directions. The live 3D scene in front of the camera array is reproduced by the full-color, full-parallax autostereoscopic display with interactive control of viewing parameters. The main technical challenge is fast and flexible conv...","Yuichi Taguchi,Takafumi Koike,Keita Takahashi,Takeshi Naemura,",https://ieeexplore.ieee.org/document/4785464/
2009,No Sessions,Multiresolution Mean Shift Clustering Algorithm for Shape Interpolation,"In this paper, we solve the problem of 3D shape interpolation with significant pose variation. For an ideal 3D shape interpolation, especially the articulated model, the shape should follow the movement of the underlying articulated structure and be transformed in a way that is as rigid as possible. Given input shapes with compatible connectivity, we propose a novel multiresolution mean shift (MMS...","Hung-Kuo Chu,Tong-Yee Lee,",https://ieeexplore.ieee.org/document/4815234/
2009,No Sessions,Compatible Embedding for 2D Shape Animation,"We present new algorithms for the compatible embedding of 2D shapes. Such embeddings offer a convenient way to interpolate shapes having complex, detailed features. Compared to existing techniques, our approach requires less user input, and is faster, more robust, and simpler to implement, making it ideal for interactive use in practical applications. Our new approach consists of three parts. Firs...","William V. Baxter III,Pascal Barla,Ken-ichi Anjyo,",https://ieeexplore.ieee.org/document/4815232/
2009,No Sessions,VisWeek 09,No Abstract,,https://ieeexplore.ieee.org/document/5165583/
2009,No Sessions,TVCG Information for authors,No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Back cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Inside front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,"Guest Editor's Introduction: Special Section on Shape, Solid, and Physical Modeling",No Abstract,"Hong Qin,",https://ieeexplore.ieee.org/document/4917475/
2009,No Sessions,Performing Efficient NURBS Modeling Operations on the GPU,We present algorithms for evaluating and performing modeling operations on NURBS surfaces using the programmable fragment processor on the Graphics Processing Unit (GPU). We extend our GPU-based NURBS evaluator that evaluates NURBS surfaces to compute exact normals for either standard or rational B-spline surfaces for use in rendering and geometric modeling. We build on these calculations in our n...,"Adarsh Krishnamurthy,Rahul Khardekar,Sara McMains,Kirk Haller,Gershon Elber,",https://ieeexplore.ieee.org/document/4782957/
2009,No Sessions,ICCD: Interactive Continuous Collision Detection between Deformable Models Using Connectivity-Based Culling,"We present an interactive algorithm for continuous collision detection between deformable models. We introduce multiple techniques to improve the culling efficiency and the overall performance of continuous collision detection. First, we present a novel formulation for continuous normal cones and use these normal cones to efficiently cull large regions of the mesh as part of self-collision tests. ...","Min Tang,Sean Curtis,Sung-Eui Yoon,Dinesh Manocha,",https://ieeexplore.ieee.org/document/4745636/
2009,No Sessions,Surface Mapping Using Consistent Pants Decomposition,Surface mapping is fundamental to shape computing and various downstream applications. This paper develops a pants decomposition framework for computing maps between surfaces with arbitrary topologies. The framework first conducts pants decomposition on both surfaces to segment them into consistent sets of pants patches (a pants patch is intuitively defined as a genus-0 surface with three boundari...,"Xin Li,Xianfeng Gu,Hong Qin,",https://ieeexplore.ieee.org/document/4738453/
2009,No Sessions,Bandwidth Selection and Reconstruction Quality in Point-Based Surfaces,"We investigate the influence of bandwidth selection in the reconstruction quality of point-based surfaces. While the problem has received relatively little attention in the literature, we show that appropriate selection plays a significant role in the quality of reconstructed surfaces. We show how to compute optimal bandwidths for one class of moving least-squares surfaces by formulating the polyn...","Hao Wang,Carlos E. Scheidegger,Cláudio T. Silva,",https://ieeexplore.ieee.org/document/4745637/
2009,No Sessions,A Minimal Contouring Approach to the Computation of the Reeb Graph,"Given a manifold surface M and a continuous scalar function f:Mrarr IR, the Reeb graph of (M, f) is a widely used high-level descriptor of M and its usefulness has been demonstrated for a variety of applications, which range from shape parameterization and abstraction to deformation and comparison. In this context, we propose a novel contouring algorithm for the construction of a discrete Reeb gra...","Giuseppe Patane,Michela Spagnuolo,Bianca Falcidieno,",https://ieeexplore.ieee.org/document/4770097/
2009,No Sessions,An Efficient Solution to Systems of Multivariate Polynomial Using Expression Trees,"In recent years, several quite successful attempts have been made to solve systems of polynomial constraints, using geometric design tools, exploiting the availability of subdivision-based solvers [7], [11], [12], [15]. This broad range of methods includes both binary domain subdivision as well as the projected polyhedron method of Sherbrooke and Patrikalakis [15]. A prime obstacle in using subdiv...","Gershon Elber,Tom Grandine,",https://ieeexplore.ieee.org/document/4815236/
2009,No Sessions,A Compute Unified System Architecture for Graphics Clusters Incorporating Data Locality,"We present a development environment for distributed GPU computing targeted for multi-GPU systems, as well as graphics clusters. Our system is based on CUDA and logically extends its parallel programming model for graphics processors to higher levels of parallelism, namely, the PCI bus and network interconnects. While the extended API mimics the full function set of current graphics hardware-inclu...","Christoph Muller,Steffen Frey,Magnus Strengert,Carsten Dachsbacher,Thomas Ertl,",https://ieeexplore.ieee.org/document/4653488/
2009,No Sessions,Vectorizing Cartoon Animations,"We present a system for vectorizing 2D raster format cartoon animations. The output animations are visually flicker free, smaller in file size, and easy to edit. We identify decorative lines separately from colored regions. We use an accurate and semantically meaningful image decomposition algorithm, supporting an arbitrary color model for each region. To ensure temporal coherence in the output, w...","Song-Hai Zhang,Tao Chen,Yi-Fei Zhang,Shi-Min Hu,Ralph R. Martin,",https://ieeexplore.ieee.org/document/4745633/
2009,No Sessions,The Lattice-Boltzmann Method on Optimal Sampling Lattices,"In this paper, we extend the single relaxation time lattice-Boltzmann method (LBM) to the 3D body-centered cubic (BCC) lattice. We show that the D3bQ15 lattice defined by a 15 neighborhood connectivity of the BCC lattice is not only capable of more accurately discretizing the velocity space of the continuous Boltzmann equation as compared to the D3Q15 Cartesian lattice, it also achieves a comparab...","Usman R. Alim,Alireza Entezari,Torsten Moller,",https://ieeexplore.ieee.org/document/4745632/
2009,No Sessions,Bas-Relief Generation Using Adaptive Histogram Equalization,"An algorithm is presented to automatically generate bas-reliefs based on adaptive histogram equalization (AHE), starting from an input height field. A mesh model may alternatively be provided, in which case a height field is first created via orthogonal or perspective projection. The height field is regularly gridded and treated as an image, enabling a modified AHE method to be used to generate a ...","Xianfang Sun,Paul L. Rosin,Ralph R. Martin,Frank C. Langbein,",https://ieeexplore.ieee.org/document/4760139/
2009,No Sessions,Photorealistic Large-Scale Urban City Model Reconstruction,"The rapid and efficient creation of virtual environments has become a crucial part of virtual reality applications. In particular, civil and defense applications often require and employ detailed models of operations areas for training, simulations of different scenarios, planning for natural or man-made events, monitoring, surveillance, games, and films. A realistic representation of the large-sc...","Charalambos Poullis,Suya You,",https://ieeexplore.ieee.org/document/4653489/
2009,No Sessions,Hardware Accelerated Segmentation of Complex Volumetric Filament Networks,We present a framework for segmenting and storing filament networks from scalar volume data. Filament networks are encountered more and more commonly in biomedical imaging due to advances in high-throughput microscopy. These data sets are characterized by a complex volumetric network of thin filaments embedded in a scalar volume field. High-throughput microscopy volumes are also difficult to manag...,"David Mayerich,John Keyser,",https://ieeexplore.ieee.org/document/4695828/
2009,No Sessions,Using PVsolve to Analyze and Locate Positions of Parallel Vectors,"A new method for finding the locus of parallel vectors is presented, called PVsolve. A parallel-vector operator has been proposed as a visualization primitive, as several features can be expressed as the locus of points where two vector fields are parallel. Several applications of the idea have been reported, so accurate and efficient location of such points is an important problem. Previously pub...","Allen Van Gelder,Alex Pang,",https://ieeexplore.ieee.org/document/4745635/
2009,No Sessions,An Evaluation of Space Time Cube Representation of Spatiotemporal Patterns,Space time cube representation is an information visualization technique where spatiotemporal data points are mapped into a cube. Information visualization researchers have previously argued that space time cube representation is beneficial in revealing complex spatiotemporal patterns in a data set to users. The argument is based on the fact that both time and spatial information are displayed sim...,"Per Ola Kristensson,Nils Dahlback,Daniel Anundi,Marius Bjornstad,Hanna Gillberg,Jonas Haraldsson,Ingrid Martensson,Mathias Nordvall,Josefine Stahl,",https://ieeexplore.ieee.org/document/4668344/
2009,No Sessions,The IEEE Computer Society Career Center,No Abstract,,https://ieeexplore.ieee.org/document/4917476/
2009,No Sessions,Build Your Career in Computing [advertisement],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,TVCG Information for authors,No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Back cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,[Inside front cover],No Abstract,,https://ieeexplore.ieee.orgNo doi
2009,No Sessions,Guest Editor's Introduction: Special Section on the IEEE Virtual Reality Conference (VR),No Abstract,"Ming C. Lin,Anthony Steed,Carolina Cruz-Neira,",https://ieeexplore.ieee.org/document/4800286/
2009,No Sessions,Multithreaded Hybrid Feature Tracking for Markerless Augmented Reality,"We describe a novel markerless camera tracking approach and user interaction methodology for augmented reality (AR) on unprepared tabletop environments. We propose a real-time system architecture that combines two types of feature tracking. Distinctive image features of the scene are detected and tracked frame-to-frame by computing optical flow. In order to achieve real-time performance, multiple ...","Taehee Lee,Tobias Hollerer,",https://ieeexplore.ieee.org/document/4653490/
2009,No Sessions,"Mixed Reality Humans: Evaluating Behavior, Usability, and Acceptability","This paper presents mixed reality humans (MRHs), a new type of embodied agent enabling touch-driven communication. Affording touch between human and agent allows MRHs to simulate interpersonal scenarios in which touch is crucial. Two studies provide initial evaluation of user behavior with a MRH patient and the usability and acceptability of a MRH patient for practice and evaluation of medical stu...","Aaron Kotranza,Benjamin Lok,Adeline Deladisma,Carla M. Pugh,D. Scott Lind,",https://ieeexplore.ieee.org/document/4689554/
2009,No Sessions,Evaluation of Reorientation Techniques and Distractors for Walking in Large Virtual Environments,"Virtual environments (VEs) that use a real-walking locomotion interface have typically been restricted in size to the area of the tracked lab space. Techniques proposed to lift this size constraint, enabling real walking in VEs that are larger than the tracked lab space, all require reorientation techniques (ROTs) in the worst-case situation-when a user is close to walking out of the tracked space...","Tabitha C. Peck,Henry Fuchs,Mary C. Whitton,",https://ieeexplore.ieee.org/document/4663065/
2009,No Sessions,Semiautomatic Transfer Function Initialization for Abdominal Visualization Using Self-Generating Hierarchical Radial Basis Function Networks,"Being a tool that assigns optical parameters used in interactive visualization, transfer functions (TF) have important effects on the quality of volume rendered medical images. Unfortunately, finding accurate TFs is a tedious and time consuming task because of the trade off between using extensive search spaces and fulfilling the physician's expectations with interactive data exploration tools and...","M. Alper Selver,Cuneyt Guzelis,",https://ieeexplore.ieee.org/document/4721434/
2009,No Sessions,A Novel Visualization Technique for Electric Power Grid Analytics,"The application of information visualization holds tremendous promise for the electric power industry, but its potential has so far not been sufficiently exploited by the visualization community. Prior work on visualizing electric power systems has been limited to depicting raw or processed information on top of a geographic layout. Little effort has been devoted to visualizing the physics of the ...","Pak Chung Wong,Kevin Schneider,Patrick Mackey,Harlan Foote,George Chin Jr.,Ross Guttromson,Jim Thomas,",https://ieeexplore.ieee.org/document/4695829/
2009,No Sessions,"Visualization of Simulated Urban Spaces: Inferring Parameterized Generation of Streets, Parcels, and Aerial Imagery","Urban simulation models and their visualization are used to help regional planning agencies evaluate alternative transportation investments, land use regulations, and environmental protection policies. Typical urban simulations provide spatially distributed data about number of inhabitants, land prices, traffic, and other variables. In this article, we build on a synergy of urban simulation, urban...","Carlos A. Vanegas,Daniel G. Aliaga,Bedrich Benes,Paul Waddell,",https://ieeexplore.ieee.org/document/4668343/
2009,No Sessions,Equalizer: A Scalable Parallel Rendering Framework,"Continuing improvements in CPU and GPU performances as well as increasing multi-core processor and cluster-based parallelism demand for flexible and scalable parallel rendering solutions that can exploit multipipe hardware accelerated graphics. In fact, to achieve interactive visualization, scalable rendering systems are essential to cope with the rapid growth of data sets. However, parallel rende...","Stefan Eilemann,Maxim Makhinya,Renato Pajarola,",https://ieeexplore.ieee.org/document/4624254/
2009,No Sessions,Real-Time Depth-of-Field Rendering Using Anisotropically Filtered Mipmap Interpolation,"This article presents a real-time GPU-based post-filtering method for rendering acceptable depth-of-field effects suited for virtual reality. Blurring is achieved by nonlinearly interpolating mipmap images generated from a pinhole image. Major artifacts common in the post-filtering techniques such as bilinear magnification artifact, intensity leakage, and blurring discontinuity are practically eli...","Sungkil Lee,Gerard Jounghyun Kim,Seungmoon Choi,",https://ieeexplore.ieee.org/document/4641923/
2009,No Sessions,An Adaptive Correspondence Algorithm for Modeling Scenes with Strong Interreflections,"Modeling real-world scenes, beyond diffuse objects, plays an important role in computer graphics, virtual reality, and other commercial applications. One active approach is projecting binary patterns in order to obtain correspondence and reconstruct a densely sampled 3D model. In such structured-light systems, determining whether a pixel is directly illuminated by the projector is essential to dec...","Yi Xu,Daniel G. Aliaga,",https://ieeexplore.ieee.org/document/4569840/
2009,No Sessions,Indexing and Retrieving Motions of Characters in Close Contact,Human motion indexing and retrieval are important for animators due to the need to search for motions in the database which can be blended and concatenated. Most of the previous researches of human motion indexing and retrieval compute the Euclidean distance of joint angles or joint positions. Such approaches are difficult to apply for cases in which multiple characters are closely interacting wit...,"Edmond S.L. Ho,Taku Komura,",https://ieeexplore.ieee.org/document/4731251/
2009,No Sessions,Direct Forcing for Lagrangian Rigid-Fluid Coupling,"We propose a novel boundary handling algorithm for particle-based fluids. Based on a predictor-corrector scheme for both velocity and position, one- and two-way coupling with rigid bodies can be realized. The proposed algorithm offers significant improvements over existing penalty-based approaches. Different slip conditions can be realized and non-penetration is enforced. Direct forcing is employe...","Markus Becker,Hendrik Tessendorf,Matthias Teschner,",https://ieeexplore.ieee.org/document/4641924/
