year,session,title,abstract,author,doi
2009,No Sessions,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,"Spatial interactions (or flows), such as population migration and disease spread, naturally form a weighted location-to-location network (graph). Such geographically embedded networks (graphs) are usually very large. For example, the county-to-county migration data in the U.S. has thousands of counties and about a million migration paths. Moreover, many variables are associated with each flow, suc...","Diansheng Guo,",https://ieeexplore.ieee.org/document/5290710/
2009,No Sessions,The 15th Anniversary of the IEEE Transactions on Visualization and Computer Graphics: Celebrating a Success Story,No Abstract,"Arie E. Kaufman,Hans Hagen,David S. Ebert,",https://ieeexplore.ieee.org/document/5165580/
2009,No Sessions,Case Study on Visualizing Hurricanes Using Illustration-Inspired Techniques,"The devastating power of hurricanes was evident during the 2005 hurricane season, the most active season on record. This has prompted increased efforts by researchers to understand the physical processes that underlie the genesis, intensification, and tracks of hurricanes. This research aims at facilitating an improved understanding into the structure of hurricanes with the aid of visualization te...","Alark Joshi,Jesus Caban,Penny Rheingans,Lynn Sparling,",https://ieeexplore.ieee.org/document/4624255/
2009,No Sessions,Planetary-Scale Terrain Composition,"Many interrelated planetary height map and surface image map data sets exist, and more data are collected each day. Broad communities of scientists require tools to compose these data interactively and explore them via real-time visualization. While related, these data sets are often unregistered with one another, having different projection, resolution, format, and type. We present a GPU-centric ...","Robert Kooima,Jason Leigh,Andrew Johnson,Doug Roberts,Mark SubbaRao,Thomas A. DeFanti,",https://ieeexplore.ieee.org/document/4840339/
2009,No Sessions,Distribution-Driven Visualization of Volume Data,"Feature detection and display are the essential goals of the visualization process. Most visualization software achieves these goals by mapping properties of sampled intensity values and their derivatives to color and opacity. In this work, we propose to explicitly study the local frequency distribution of intensity values in broader neighborhoods centered around each voxel. We have found frequenc...","C. Ryan Johnson,Jian Huang,",https://ieeexplore.ieee.org/document/4775894/
2009,No Sessions,A Survey of Radial Methods for Information Visualization,"Radial visualization, or the practice of displaying data in a circular or elliptical pattern, is an increasingly common technique in information visualization research. In spite of its prevalence, little work has been done to study this visualization paradigm as a methodology in its own right. We provide a historical review of radial visualization, tracing it to its roots in centuries-old statisti...","Geoffrey M. Draper,Yarden Livnat,Richard F. Riesenfeld,",https://ieeexplore.ieee.org/document/4770098/
2009,No Sessions,Using PVsolve to Analyze and Locate Positions of Parallel Vectors,"A new method for finding the locus of parallel vectors is presented, called PVsolve. A parallel-vector operator has been proposed as a visualization primitive, as several features can be expressed as the locus of points where two vector fields are parallel. Several applications of the idea have been reported, so accurate and efficient location of such points is an important problem. Previously pub...","Allen Van Gelder,Alex Pang,",https://ieeexplore.ieee.org/document/4745635/
2009,No Sessions,An Evaluation of Space Time Cube Representation of Spatiotemporal Patterns,Space time cube representation is an information visualization technique where spatiotemporal data points are mapped into a cube. Information visualization researchers have previously argued that space time cube representation is beneficial in revealing complex spatiotemporal patterns in a data set to users. The argument is based on the fact that both time and spatial information are displayed sim...,"Per Ola Kristensson,Nils Dahlback,Daniel Anundi,Marius Bjornstad,Hanna Gillberg,Jonas Haraldsson,Ingrid Martensson,Mathias Nordvall,Josefine Stahl,",https://ieeexplore.ieee.org/document/4668344/
2009,No Sessions,Semiautomatic Transfer Function Initialization for Abdominal Visualization Using Self-Generating Hierarchical Radial Basis Function Networks,"Being a tool that assigns optical parameters used in interactive visualization, transfer functions (TF) have important effects on the quality of volume rendered medical images. Unfortunately, finding accurate TFs is a tedious and time consuming task because of the trade off between using extensive search spaces and fulfilling the physician's expectations with interactive data exploration tools and...","M. Alper Selver,Cuneyt Guzelis,",https://ieeexplore.ieee.org/document/4721434/
2009,No Sessions,A Novel Visualization Technique for Electric Power Grid Analytics,"The application of information visualization holds tremendous promise for the electric power industry, but its potential has so far not been sufficiently exploited by the visualization community. Prior work on visualizing electric power systems has been limited to depicting raw or processed information on top of a geographic layout. Little effort has been devoted to visualizing the physics of the ...","Pak Chung Wong,Kevin Schneider,Patrick Mackey,Harlan Foote,George Chin Jr.,Ross Guttromson,Jim Thomas,",https://ieeexplore.ieee.org/document/4695829/
2009,No Sessions,"Visualization of Simulated Urban Spaces: Inferring Parameterized Generation of Streets, Parcels, and Aerial Imagery","Urban simulation models and their visualization are used to help regional planning agencies evaluate alternative transportation investments, land use regulations, and environmental protection policies. Typical urban simulations provide spatially distributed data about number of inhabitants, land prices, traffic, and other variables. In this article, we build on a synergy of urban simulation, urban...","Carlos A. Vanegas,Daniel G. Aliaga,Bedrich Benes,Paul Waddell,",https://ieeexplore.ieee.org/document/4668343/
2009,No Sessions,Equalizer: A Scalable Parallel Rendering Framework,"Continuing improvements in CPU and GPU performances as well as increasing multi-core processor and cluster-based parallelism demand for flexible and scalable parallel rendering solutions that can exploit multipipe hardware accelerated graphics. In fact, to achieve interactive visualization, scalable rendering systems are essential to cope with the rapid growth of data sets. However, parallel rende...","Stefan Eilemann,Maxim Makhinya,Renato Pajarola,",https://ieeexplore.ieee.org/document/4624254/
2009,No Sessions,Comprehensible Visualization for Augmented Reality,"This article presents interactive visualizations to support the comprehension of spatial relationships between virtual and real world objects for augmented reality (AR) applications. To enhance the clarity of such relationships we discuss visualization techniques and their suitability for AR. We apply them on different AR applications with different goals, e.g. in X-Ray vision or in applications w...","Denis Kalkofen,Erick Mendez,Dieter Schmalstieg,",https://ieeexplore.ieee.org/document/4569839/
2009,No Sessions,Visualization and Computer Graphics on Isotropically Emissive Volumetric Displays,"The availability of commodity volumetric displays provides ordinary users with a new means of visualizing 3D data. Many of these displays are in the class of isotropically emissive light devices, which are designed to directly illuminate voxels in a 3D frame buffer, producing x-ray-like visualizations. While this technology can offer intuitive insight into a 3D object, the visualizations are perce...","Benjamin Mora,Ross Maciejewski,Min Chen,David S. Ebert,",https://ieeexplore.ieee.org/document/4585377/
2009,No Sessions,GeoBuilder: A Geometric Algorithm Visualization and Debugging System for 2D and 3D Geometric Computing,"Algorithm visualization is a unique research topic that integrates engineering skills such as computer graphics, system programming, database management, computer networks, etc., to facilitate algorithmic researchers in testing their ideas, demonstrating new findings, and teaching algorithm design in the classroom. Within the broad applications of algorithm visualization, there still remain perfor...","Jyh-Da Wei,Ming-Hung Tsai,Gen-Cher Lee,Jeng-Hung Huang,Der-Tsai Lee,",https://ieeexplore.ieee.org/document/4564451/
2009,No Sessions,Illustration-Inspired Depth Enhanced Volumetric Medical Visualization,"Volume illustration can be used to provide insight into source data from CT/MRI scanners in much the same way as medical illustration depicts the important details of anatomical structures. As such, proven techniques used in medical illustration should be transferable to volume illustration, providing scientists with new tools to visualize their data. In recent years, a number of techniques have b...","Nikolai A. Svakhine,David S. Ebert,William M. Andrews,",https://ieeexplore.ieee.org/document/4479459/
2009,No Sessions,An Overview of 3D Software Visualization,"Software visualization studies techniques and methods for graphically representing different aspects of software. Its main goal is to enhance, simplify and clarify the mental representation a software engineer has of a computer system. During many years, visualization in 2D space has been actively studied, but in the last decade, researchers have begun to explore new 3D representations for visuali...","Alfredo R. Teyseyre,Marcelo R. Campo,",https://ieeexplore.ieee.org/document/4564449/
2009,No Sessions,Asymmetric Tensor Analysis for Flow Visualization,The gradient of a velocity vector field is an asymmetric tensor field which can provide critical insight that is difficult to infer from traditional trajectory-based vector field visualization techniques. We describe the structures in the eigenvalue and eigenvector fields of the gradient tensor and how these structures can be used to infer the behaviors of the velocity field. To illustrate the str...,"Eugene Zhang,Harry Yeh,Zhongzang Lin,Robert S. Laramee,",https://ieeexplore.ieee.org/document/4515861/
2009,No Sessions,Multiscale Time Activity Data Exploration via Temporal Clustering Visualization Spreadsheet,"Time-varying data is usually explored by animation or arrays of static images. Neither is particularly effective for classifying data by different temporal activities. Important temporal trends can be missed due to the lack of ability to find them with current visualization methods. In this paper, we propose a method to explore data at different temporal resolutions to discover and highlight data ...","Jonathan Woodring,Han-Wei Shen,",https://ieeexplore.ieee.org/document/4515862/
2010,No Sessions,The 2010 Visualization Career Award,No Abstract,,https://ieeexplore.ieee.orgNo doi
2010,No Sessions,The 2010 Visualization Techinal Achievement Award,No Abstract,,https://ieeexplore.ieee.orgNo doi
2010,No Sessions,Rethinking Map Legends with Visualization,This design paper presents new guidance for creating map legends in a dynamic environment. Our contribution is a set ofguidelines for legend design in a visualization context and a series of illustrative themes through which they may be expressed. Theseare demonstrated in an applications context through interactive software prototypes. The guidelines are derived from cartographicliterature and in ...,"Jason Dykes,Jo Wood,Aidan Slingsby,",https://ieeexplore.ieee.org/document/5613425/
2010,No Sessions,Gremlin: An Interactive Visualization Model for Analyzing Genomic Rearrangements,"In this work we present, apply, and evaluate a novel, interactive visualization model for comparative analysis of structural variants and rearrangements in human and cancer genomes, with emphasis on data integration and uncertainty visualization. To support both global trend analysis and local feature detection, this model enables explorations continuously scaled from the high-level, complete geno...","Trevor O'Brien,Anna Ritz,Benjamin Raphael,David Laidlaw,",https://ieeexplore.ieee.org/document/5613428/
2010,No Sessions,Graphical Perception of Multiple Time Series,"Line graphs have been the visualization of choice for temporal data ever since the days of William Playfair (1759-1823), but realistic temporal analysis tasks often include multiple simultaneous time series. In this work, we explore user performance for comparison, slope, and discrimination tasks for different line graph techniques involving multiple time series. Our results show that techniques t...","Waqas Javed,Bryan McDonnel,Niklas Elmqvist,",https://ieeexplore.ieee.org/document/5613429/
2010,No Sessions,Uncovering Strengths and Weaknesses of Radial Visualizations---an Empirical Approach,Radial visualizations play an important role in the information visualization community. But the decision to choose a radial coordinate system is rather based on intuition than on scientific foundations. The empirical approach presented in this paper aims at uncovering strengths and weaknesses of radial visualizations by comparing them to equivalent ones in Cartesian coordinate systems. We identif...,"Stephan Diehl,Fabian Beck,Michael Burch,",https://ieeexplore.ieee.org/document/5613430/
2010,No Sessions,How Information Visualization Novices Construct Visualizations,"It remains challenging for information visualization novices to rapidly construct visualizations during exploratory data analysis. We conducted an exploratory laboratory study in which information visualization novices explored fictitious sales data by communicating visualization specifications to a human mediator, who rapidly constructed the visualizations using commercial visualization software....","Lars Grammel,Melanie Tory,Margaret-Anne Storey,",https://ieeexplore.ieee.org/document/5613431/
2010,No Sessions,eSeeTrack—Visualizing Sequential Fixation Patterns,"We introduce eSeeTrack, an eye-tracking visualization prototype that facilitates exploration and comparison of sequential gaze orderings in a static or a dynamic scene. It extends current eye-tracking data visualizations by extracting patterns of sequential gaze orderings, displaying these patterns in a way that does not depend on the number of fixations on a scene, and enabling users to compare p...","Hoi Ying Tsang,Melanie Tory,Colin Swindells,",https://ieeexplore.ieee.org/document/5613432/
2010,No Sessions,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,"Pixel-based visualization is a popular method of conveying large amounts of numerical data graphically. Application scenarios include business and finance, bioinformatics and remote sensing. In this work, we examined how the usability of such visual representations varied across different tasks and block resolutions. The main stimuli consisted of temporal pixel-based visualization with a white-red...","Rita Borgo,Karl Proctor,Min Chen,Heike Jänicke,Tavi Murray,Ian Thornton,",https://ieeexplore.ieee.org/document/5613433/
2010,No Sessions,Matching Visual Saliency to Confidence in Plots of Uncertain Data,Conveying data uncertainty in visualizations is crucial for preventing viewers from drawing conclusions based on untrustworthy data points. This paper proposes a methodology for efficiently generating density plots of uncertain multivariate data sets that draws viewers to preattentively identify values of high certainty while not calling attention to uncertain values. We demonstrate how to augment...,"David Feng,Lester Kwock,Yueh Lee,Russell Taylor,",https://ieeexplore.ieee.org/document/5613435/
2010,No Sessions,Perceptual Guidelines for Creating Rectangular Treemaps,"Treemaps are space-filling visualizations that make efficient use of limited display space to depict large amounts of hierarchical data. Creating perceptually effective treemaps requires carefully managing a number of design parameters including the aspect ratio and luminance of rectangles. Moreover, treemaps encode values using area, which has been found to be less accurate than judgments of othe...","Nicholas Kong,Jeffrey Heer,Maneesh Agrawala,",https://ieeexplore.ieee.org/document/5613436/
2010,No Sessions,"Mental Models, Visual Reasoning and Interaction in Information Visualization: A Top-down Perspective","Although previous research has suggested that examining the interplay between internal and external representations can benefit our understanding of the role of information visualization (InfoVis) in human cognitive activities, there has been little work detailing the nature of internal representations, the relationship between internal and external representations and how interaction is related t...","Zhicheng Liu,John Stasko,",https://ieeexplore.ieee.org/document/5613437/
2010,No Sessions,Laws of Attraction: From Perceptual Forces to Conceptual Similarity,"Many of the pressing questions in information visualization deal with how exactly a user reads a collection of visual marks as information about relationships between entities. Previous research has suggested that people see parts of a visualization as objects, and may metaphorically interpret apparent physical relationships between these objects as suggestive of data relationships. We explored th...","Caroline Ziemkiewicz,Robert Kosara,",https://ieeexplore.ieee.org/document/5613438/
2010,No Sessions,Pargnostics: Screen-Space Metrics for Parallel Coordinates,"Interactive visualization requires the translation of data into a screen space of limited resolution. While currently ignored by most visualization models, this translation entails a loss of information and the introduction of a number of artifacts that can be useful, (e.g., aggregation, structures) or distracting (e.g., over-plotting, clutter) for the analysis. This phenomenon is observed in para...","Aritra Dasgupta,Robert Kosara,",https://ieeexplore.ieee.org/document/5613439/
2010,No Sessions,The General Pinhole Camera: Effective and Efficient Nonuniform Sampling for Visualization,"We introduce the general pinhole camera (GPC), defined by a center of projection (i.e., the pinhole), an image plane, and a set of sampling locations in the image plane. We demonstrate the advantages of the GPC in the contexts of remote visualization, focus-plus-context visualization, and extreme antialiasing, which benefit from the GPC sampling flexibility. For remote visualization, we describe a...","Voicu Popescu,Paul Rosen,Laura Arns,Xavier Tricoche,Chris Wyman,Christoph M. Hoffmann,",https://ieeexplore.ieee.org/document/5401160/
2010,No Sessions,Binary Mesh Partitioning for Cache-Efficient Visualization,One important bottleneck when visualizing large data sets is the data transfer between processor and memory. Cacheaware (CA) and cache-oblivious (CO) algorithms take into consideration the memory hierarchy to design cache efficient algorithms. CO approaches have the advantage to adapt to unknown and varying memory hierarchies. Recent CA and CO algorithms developed for 3D mesh layouts significantly...,"Marc Tchiboukdjian,Vincent Danjean,Bruno Raffin,",https://ieeexplore.ieee.org/document/5383356/
2010,No Sessions,Comparative Visualization for Parameter Studies of Dataset Series,This paper proposes comparison and visualization techniques to carry out parameter studies for the special application area of dimensional measurement using 3D X-ray computed tomography (3DCT). A dataset series is generated by scanning a specimen multiple times by varying parameters of an industrial 3DCT device. A high-resolution series is explored using our planar-reformatting-based visualization...,"Muhammad Muddassir Malik,Christoph Heinzl,M. Eduard Groeller,",https://ieeexplore.ieee.org/document/5401158/
2010,No Sessions,Using Cognitive Fit Theory to Evaluate the Effectiveness of Information Visualizations: An Example Using Quality Assurance Data,"Cognitive fit theory, along with the proximity compatibility principle, is investigated as a basis to evaluate the effectiveness of information visualizations to support a decision-making task. The task used in this study manipulates varying levels of task complexity for quality control decisions in a high-volume discrete manufacturing environment. The volume of process monitoring and quality cont...","Jay M. Teets,David P. Tegarden,Roberta S. Russell,",https://ieeexplore.ieee.org/document/5401159/
2010,No Sessions,Subdivision Analysis of the Trilinear Interpolant,"Isosurfaces are fundamental volumetric visualization tools and are generated by approximating contours of trilinearly interpolated scalar fields. While a complete set of cases has recently been published by Nielson, the formal proof that these cases are the only ones possible and that they are topologically correct is difficult to follow. We present a more straightforward proof of the correctness ...","Hamish Carr,Nelson Max,",https://ieeexplore.ieee.org/document/4745634/
2010,No Sessions,Local Ambient Occlusion in Direct Volume Rendering,"This paper presents a novel technique to efficiently compute illumination for Direct Volume Rendering using a local approximation of ambient occlusion to integrate the intensity of incident light for each voxel. An advantage with this local approach is that fully shadowed regions are avoided, a desirable feature in many applications of volume rendering such as medical visualization. Additional tra...","Frida Hernell,Patric Ljung,Anders Ynnerman,",https://ieeexplore.ieee.org/document/4840341/
2010,No Sessions,Illustrative Volume Visualization Using GPU-Based Particle Systems,"Illustrative techniques are generally applied to produce stylized renderings. Various illustrative styles have been applied to volumetric data sets, producing clearer images and effectively conveying visual information. We adopt particle systems to produce user-configurable stylized renderings from the volume data, imitating traditional pen-and-ink drawings. In the following, we present an interac...","Roy van Pelt,Anna Vilanova i Bartroli,Huub van de Wetering,",https://ieeexplore.ieee.org/document/5416701/
2010,No Sessions,"Visual Integration of Quantitative Proteomic Data, Pathways, and Protein Interactions","We introduce several novel visualization and interaction paradigms for visual analysis of published protein-protein interaction networks, canonical signaling pathway models, and quantitative proteomic data. We evaluate them anecdotally with domain scientists to demonstrate their ability to accelerate the proteomic analysis process. Our results suggest that structuring protein interaction networks ...","Radu Jianu,Kebing Yu,Lulu Cao,Vinh Nguyen,Arthur R. Salomon,David H. Laidlaw,",https://ieeexplore.ieee.org/document/5262942/
2010,No Sessions,"Hierarchical Aggregation for Information Visualization: Overview, Techniques, and Design Guidelines","We present a model for building, visualizing, and interacting with multiscale representations of information visualization techniques using hierarchical aggregation. The motivation for this work is to make visual representations more visually scalable and less cluttered. The model allows for augmenting existing techniques with multiscale functionality, as well as for designing new visualization an...","Niklas Elmqvist,Jean-Daniel Fekete,",https://ieeexplore.ieee.org/document/5184827/
2010,No Sessions,Placegram: A Diagrammatic Map for Personal Geotagged Data Browsing,"Geotagging personal data such as photos and videos are continuously becoming easier and more popular. Nevertheless, browsing such data on general purpose maps can be difficult, due to the frequent zoom and pan operations as well as visual components unnecessary for the task. This paper presents Placegram, a compact diagrammatic map visualization for personal geotagged data browsing based on cognit...","Hyungeun Jo,Jung-hee Ryu,",https://ieeexplore.ieee.org/document/5089325/
2010,No Sessions,Route Visualization Using Detail Lenses,"We present a method designed to address some limitations of typical route map displays of driving directions. The main goal of our system is to generate a printable version of a route map that shows the overview and detail views of the route within a single, consistent visual frame. Our proposed visualization provides a more intuitive spatial context than a simple list of turns. We present a novel...","Pushpak Karnick,David Cline,Stefan Jeschke,Anshuman Razdan,Peter Wonka,",https://ieeexplore.ieee.org/document/5072215/
2010,No Sessions,Crease Surfaces: From Theory to Extraction and Application to Diffusion Tensor MRI,"Crease surfaces are two-dimensional manifolds along which a scalar field assumes a local maximum (ridge) or a local minimum (valley) in a constrained space. Unlike isosurfaces, they are able to capture extremal structures in the data. Creases have a long tradition in image processing and computer vision, and have recently become a popular tool for visualization. When extracting crease surfaces, de...","Thomas Schultz,Holger Theisel,Hans-Peter Seidel,",https://ieeexplore.ieee.org/document/4840340/
2010,No Sessions,The Medical Exploration Toolkit: An Efficient Support for Visual Computing in Surgical Planning and Training,"Application development is often guided by the usage of software libraries and toolkits. For medical applications, the toolkits currently available focus on image analysis and volume rendering. Advanced interactive visualizations and user interface issues are not adequately supported. Hence, we present a toolkit for application development in the field of medical intervention planning, training, a...","Konrad Muhler,Christian Tietjen,Felix Ritter,Bernhard Preim,",https://ieeexplore.ieee.org/document/4967581/
2010,No Sessions,Virtual Rheoscopic Fluids,"We present a visualization technique for simulated fluid dynamics data that visualizes the gradient of the velocity field in an intuitive way. Our work is inspired by rheoscopic particles, which are small, flat particles that, when suspended in fluid, align themselves with the shear of the flow. We adopt the physical principles of real rheoscopic particles and apply them, in model form, to 3D velo...","Florian Hecht,Peter J. Mucha,Greg Turk,",https://ieeexplore.ieee.org/document/4840342/
2010,No Sessions,Visualizing the Semantic Structure in Classical Music Works,"A major obstacle in the appreciation of classical music is that extensive training is required to understand musical structure and compositional techniques toward comprehending the thoughts behind the musical work. In this paper, we propose an innovative visualization solution to reveal the semantic structure in classical orchestral works such that users can gain insights into musical structure an...","Wing-Yi Chan,Huamin Qu,Wai-Ho Mak,",https://ieeexplore.ieee.org/document/5072213/
2010,No Sessions,2009 Annual Index [IEEE Transactions on Visualization and Computer Graphics],No Abstract,,https://ieeexplore.ieee.orgNo doi
2011,No Sessions,IEEE Visualization Conference and IEEE Information Visualization Conference Proceedings 2011 title page,No Abstract,,https://ieeexplore.ieee.orgNo doi
2011,No Sessions,The 2011 Visualization Career Award: Frits Post,No Abstract,,https://ieeexplore.ieee.orgNo doi
2011,No Sessions,The 2011 Visualization Technical Achievement Award: Daniel Keim,No Abstract,,https://ieeexplore.ieee.orgNo doi
2011,No Sessions,Saliency-Assisted Navigation of Very Large Landscape Images,"The field of visualization has addressed navigation of very large datasets, usually meshes and volumes. Significantly less attention has been devoted to the issues surrounding navigation of very large images. In the last few years the explosive growth in the resolution of camera sensors and robotic image acquisition techniques has widened the gap between the display and image resolutions to three ...","Cheuk Yiu Ip,Amitabh Varshney,",https://ieeexplore.ieee.org/document/6064936/
2011,No Sessions,Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization,"Video storyboard, which is a form of video visualization, summarizes the major events in a video using illustrative visualization. There are three main technical challenges in creating a video storyboard, (a) event classification, (b) event selection and (c) event illustration. Among these challenges, (a) is highly application-dependent and requires a significant amount of application specific sem...","Matthew L. Parry,Philip A. Legg,David H.S. Chung,Iwan W. Griffiths,Min Chen,",https://ieeexplore.ieee.org/document/6064937/
2011,No Sessions,Visualization of Topological Structures in Area-Preserving Maps,Area-preserving maps are found across a wide range of scientific and engineering problems. Their study is made challenging by the significant computational effort typically required for their inspection but more fundamentally by the fractal complexity of salient structures. The visual inspection of these maps reveals a remarkable topological picture consisting of fixed (or periodic) points embedde...,"Xavier Tricoche,Christoph Garth,Allen Sanderson,",https://ieeexplore.ieee.org/document/6064939/
2011,No Sessions,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,"Medical imaging plays a central role in a vast range of healthcare practices. The usefulness of 3D visualizations has been demonstrated for many types of treatment planning. Nevertheless, full access to 3D renderings outside of the radiology department is still scarce even for many image-centric specialties. Our work stems from the hypothesis that this under-utilization is partly due to existing v...","Claes Lundstrom,Thomas Rydell,Camilla Forsell,Anders Persson,Anders Ynnerman,",https://ieeexplore.ieee.org/document/6064940/
2011,No Sessions,Load-Balanced Parallel Streamline Generation on Large Scale Vector Fields,"Because of the ever increasing size of output data from scientific simulations, supercomputers are increasingly relied upon to generate visualizations. One use of supercomputers is to generate field lines from large scale flow fields. When generating field lines in parallel, the vector field is generally decomposed into blocks, which are then assigned to processors. Since various regions of the ve...","Boonthanome Nouanesengsy,Teng-Yok Lee,Han-Wei Shen,",https://ieeexplore.ieee.org/document/6064941/
2011,No Sessions,GPU-Based Interactive Cut-Surface Extraction From High-Order Finite Element Fields,"We present a GPU-based ray-tracing system for the accurate and interactive visualization of cut-surfaces through 3D simulations of physical processes created from spectral/hp high-order finite element methods. When used by the numerical analyst to debug the solver, the ability for the imagery to precisely reflect the data is critical. In practice, the investigator interactively selects from a pale...","Blake Nelson,Robert M. Kirby,Robert Haimes,",https://ieeexplore.ieee.org/document/6064943/
2011,No Sessions,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,"We present a new technique for providing interpolation within cell-centered Adaptive Mesh Refinement (AMR) data that achieves C0 continuity throughout the 3D domain. Our technique improves on earlier work in that it does not require that adjacent patches differ by at most one refinement level. Our approach takes the dual of each mesh patch and generates ""stitching cells"" on the fly to fill the gap...","Patrick Moran,David Ellsworth,",https://ieeexplore.ieee.org/document/6064949/
2011,No Sessions,Guest Editor's Introduction: Special Section on the IEEE Pacific Visualization Symposium,No Abstract,"Stephen North,Han-Wei Shen,Jarke J. van Wijk,",https://ieeexplore.ieee.org/document/6015594/
2011,No Sessions,Visualization of High-Dimensional Point Clouds Using Their Density Distribution's Topology,"We present a novel method to visualize multidimensional point clouds. While conventional visualization techniques, like scatterplot matrices or parallel coordinates, have issues with either overplotting of entities or handling many dimensions, we abstract the data using topological methods before presenting it. We assume the input points to be samples of a random variable with a high-dimensional p...","Patrick Oesterling,Christian Heine,Heike Janicke,Gerik Scheuermann,Gerhard Heyer,",https://ieeexplore.ieee.org/document/5708142/
